1.18723	1.17318	1.17027	1.18677	1.17261	1.17228	1.07322	0.850561	1.05767	0.93196	0.940216	0.958419	1.07853	1.06901	0.82769	0.979929	0.93154	0.908532	0.929313	0.939085	0.957989	1.02207	1.03152	1.00714	
1.03963	1.02486	1.02232	1.03927	1.02416	1.02388	0.942573	0.969212	0.928126	0.942574	0.968407	0.930452	0.942533	0.928028	0.953345	0.851571	1.08048	1.05377	1.06091	1.07387	0.837684	1.17257	1.19224	1.16405	
1.1785	1.17344	1.17053	1.17888	1.17286	1.17254	1.0648	0.850371	1.05776	1.06457	0.850552	1.0593	1.08431	1.0691	0.827474	1.01239	1.02955	1.00409	0.936638	0.939003	0.957932	1.01549	1.03156	1.00715	
1.03121	1.0249	1.02235	1.03228	1.0242	1.02391	0.935	0.969171	0.92803	0.936563	0.968364	0.930359	0.948984	0.927932	0.953282	1.16329	1.19449	1.16493	0.933469	0.971576	0.925749	1.16329	1.19253	1.16429	
1.18094	1.1737	1.17078	1.18238	1.17312	1.17279	1.06579	0.85018	1.05784	1.06646	0.850362	1.05939	1.09348	1.0692	0.827257	1.00269	1.02959	1.00409	1.06774	0.849336	1.05891	1.0063	1.03161	1.00716	
1.03125	1.02493	1.02238	1.03232	1.02423	1.02395	0.934913	0.969129	0.927934	0.936478	0.968321	0.930266	0.948915	0.927836	0.953219	1.16354	1.19478	1.16517	0.93338	0.971537	0.92565	1.16354	1.19282	1.16454	
1.18121	1.16385	1.17104	1.18265	1.16385	1.17305	1.06588	0.856387	1.05792	1.06655	0.855853	1.05947	0.989131	0.935189	0.9144	1.00269	1.03108	1.0041	1.06784	0.85624	1.05899	1.00631	1.03254	1.00717	
1.0313	1.01614	1.03204	1.03237	1.01594	1.03306	0.934826	0.976386	0.935572	0.936393	0.974753	0.937137	0.858136	1.07789	1.053	1.16378	1.19676	1.16431	0.933291	0.979622	0.934041	1.05252	1.07998	0.858529	
1.18148	1.17507	1.18233	1.18293	1.17442	1.18372	1.06598	0.849121	1.06683	1.06665	0.849306	1.06749	0.989116	0.934298	0.9135	1.00269	1.03015	1.00315	1.06794	0.84827	1.0688	0.82299	1.07089	1.0979	
1.04107	1.02821	1.03209	1.04158	1.0277	1.0331	0.942541	0.967454	0.935485	1.04319	1.03363	1.03625	0.858694	1.06991	1.05308	1.16292	1.18635	1.16456	0.941774	0.969041	0.933953	1.0506	1.03153	1.0497	
1.07864	1.05534	0.845589	1.19371	1.16743	1.18267	1.07498	0.855296	1.06488	1.1886	1.16893	1.17785	0.989954	0.928792	0.92134	1.00175	1.02292	1.01331	1.07785	0.854428	1.06692	1.09899	0.837988	1.08777	
0.941334	0.920991	0.959152	1.04163	1.01868	1.04194	0.942464	0.975495	0.941929	1.04325	1.02597	1.04216	0.858513	1.07093	1.06084	1.05167	1.07391	0.849906	0.941695	0.977912	0.941217	0.949964	0.969389	0.941157	
1.07875	1.05542	0.836911	1.19401	1.16768	1.19435	1.07508	0.855111	1.07447	1.18888	1.16918	1.18764	0.98994	0.928697	0.919937	0.905666	0.924833	0.986846	1.07796	0.854242	1.07742	1.09913	0.837783	1.08893	
0.941255	0.920886	0.959097	1.04169	1.01871	1.042	0.942387	0.975462	0.941851	1.04331	1.02601	1.04222	0.858332	1.07103	1.06092	1.05175	1.07402	0.849715	0.941617	0.977882	0.941138	0.949896	0.969347	0.941078	
1.07886	1.0555	0.838316	1.1943	1.16793	1.19165	0.971928	0.945758	0.930597	1.18917	1.16943	1.18691	0.989926	0.928602	0.926793	0.905542	0.924733	0.978089	1.07808	0.854056	1.07661	1.09927	0.837578	1.08001	
0.941176	0.920782	0.96089	1.04175	1.01873	1.03944	0.851749	1.07914	1.06183	1.04337	1.02605	1.04139	0.858151	1.07113	1.06905	1.05182	1.07412	0.841996	0.941539	0.977851	0.94026	0.949829	0.969306	0.933177	
1.07898	1.05558	0.840137	1.19459	1.16818	1.18878	0.97189	0.945685	0.931295	1.07506	1.0572	0.842323	0.989913	0.928507	0.932931	0.905418	0.924633	0.970199	1.07819	0.85387	1.0749	1.09942	0.837373	1.07205	
0.941097	0.920676	0.96316	1.04181	1.01876	1.03674	0.85156	1.07925	1.06282	0.943023	0.927342	0.960199	0.857969	1.07124	1.07634	1.05189	1.07423	0.835026	0.941461	0.977821	0.938586	0.949761	0.969264	0.926107	
1.07909	1.05566	0.839935	1.19488	1.16843	1.18906	0.971851	0.945612	0.931203	1.07517	1.05728	0.842123	0.989899	0.928412	0.932841	0.905294	0.924532	0.970159	1.0783	0.853683	1.07501	1.09956	0.837167	1.07216	
0.941018	0.920571	0.96311	1.04187	1.01879	1.03679	0.851371	1.07937	1.06291	0.942946	0.927245	0.960145	0.857787	1.07134	1.07645	1.05197	1.07434	0.834818	0.941382	0.977791	0.938503	0.949694	0.969222	0.926009	
0.975147	0.947204	0.932119	1.07994	1.05481	0.843124	0.971813	0.947368	0.934258	1.07528	1.05481	0.845604	0.989885	0.936456	0.948397	0.905169	0.933853	0.951477	0.974432	0.946333	0.93271	1.09971	0.844917	1.05301	
0.850154	1.08641	1.06909	0.9414	0.919477	0.967138	0.851182	1.08157	1.06659	0.94287	0.924906	0.964292	0.857606	1.08084	1.09463	1.05204	1.0854	0.818561	0.850483	1.08419	1.06857	0.949626	0.978399	0.909275	
0.975113	0.9482	0.932028	0.975778	0.94797	0.933004	0.971774	0.949691	0.93417	1.07539	1.05208	0.845408	0.989871	0.944122	0.948328	0.905044	0.942831	0.951412	0.974397	0.948884	0.93262	1.09985	0.852286	1.05308	
0.849963	1.08776	1.0579	0.85038	1.0877	1.05879	0.850992	1.08442	1.05772	0.942793	0.922341	0.956137	0.949118	0.984614	0.921158	1.05211	1.09607	0.827546	0.941225	0.982273	0.943655	0.949558	0.987138	0.918386	
1.02556	1.0496	1.0305	0.974645	0.9479	0.93096	0.969855	0.949623	0.934037	1.07289	1.05215	0.84445	1.08624	0.852782	1.06256	0.914167	0.942755	0.961141	1.07663	0.857089	1.07148	0.984272	0.943289	0.939973	
1.17679	1.1922	1.18247	0.84923	1.07734	1.06837	0.849155	1.07487	1.06673	0.940429	0.929756	0.963325	0.940772	0.983193	0.920251	0.96012	0.912234	0.915057	0.93939	0.972683	0.934896	0.849536	1.09179	1.08899	
1.03462	1.03904	1.03055	0.966587	0.93869	0.930867	0.962469	0.941077	0.933949	1.06577	1.06081	0.844252	0.920501	0.942628	0.959786	0.826749	1.06081	1.06409	1.06769	0.848556	1.07158	0.983393	0.942308	0.939893	
1.18742	1.19249	1.18274	0.842044	1.07746	1.06847	0.842528	1.07497	1.06683	0.934016	0.929663	0.963275	1.06305	1.08862	0.831016	0.961435	0.912118	0.914944	0.931411	0.972646	0.934809	0.848604	1.09192	1.08912	
1.03584	1.03909	1.03059	1.03462	1.03935	1.03068	0.959982	0.940998	0.93386	1.06302	1.06089	0.844055	0.928046	0.942551	0.959732	0.83459	1.06089	1.06418	1.06482	0.848363	1.07168	0.974605	0.942231	0.939812	
1.18905	1.19278	1.18168	1.07265	1.07757	0.845064	0.840195	1.07508	1.06422	0.931429	0.929569	0.960648	1.07198	1.08875	0.837713	0.970763	0.912002	0.923758	0.928732	0.972609	0.937326	0.840843	1.09206	1.07954	
1.03791	1.03915	1.0314	0.93662	0.938526	0.967499	1.04175	1.04206	1.03241	1.06219	1.06098	0.84304	0.935051	0.942474	0.959512	0.841919	1.06098	1.06417	0.960734	0.939339	0.930427	0.966386	0.942153	0.940024	
1.17954	1.19307	1.18417	1.06508	1.07768	0.842517	1.17982	1.19084	1.17981	0.938157	0.929475	0.962242	1.07875	1.08887	0.830447	1.02093	1.00997	1.01301	0.846001	1.07719	1.06696	0.834381	1.09219	1.08972	
1.02934	1.04174	1.03144	0.930055	0.940966	0.967454	1.03335	1.04301	1.03245	0.965247	0.942447	0.933568	0.941572	0.948809	0.959457	1.17642	1.16574	1.17882	1.03074	1.04215	1.03048	0.958328	0.949251	0.939944	
1.18203	1.19628	1.18214	1.06815	1.08069	0.844463	1.06625	1.07622	0.847403	0.845397	1.07598	1.06493	1.08805	1.09642	0.836601	1.01096	1.00178	1.0222	1.1823	1.1954	1.18099	0.826453	1.10065	1.08068	
1.02938	1.0418	1.02948	0.929962	0.940887	0.969876	0.932839	0.94157	0.968526	0.9652	0.942369	0.932677	0.941494	0.94874	0.966765	1.17668	1.16598	1.18977	1.03079	1.04221	1.02964	0.958271	0.949183	0.931948	
1.1823	1.19658	1.18241	1.06825	1.0808	0.844265	1.06634	1.07633	0.847209	0.845201	1.07609	1.06502	1.08818	1.09656	0.836395	1.01098	1.00178	1.02223	1.18258	1.19569	1.18126	0.826235	1.10079	1.08079	
1.02942	1.0526	1.02952	0.929869	0.950032	0.969835	0.932749	0.950032	0.968483	0.965153	0.950032	0.932587	0.941416	0.950032	0.96672	1.06227	0.857463	1.0741	1.03083	1.0526	1.02968	0.958215	0.950032	0.931858	
1.06727	1.09007	0.847127	0.964178	0.916148	0.938945	1.06644	1.08344	0.849405	0.845005	1.08213	1.06068	1.0883	1.08916	0.85081	0.912418	0.988524	0.941342	1.06752	1.08703	0.847956	0.826017	1.09212	1.06068	
0.92902	0.948884	0.973122	0.839061	1.05267	1.07888	0.932659	0.947543	0.971175	0.965106	0.947407	0.928614	0.941337	0.94208	0.98359	1.06236	0.848945	1.09606	0.930294	0.94731	0.972971	0.958158	0.941439	0.914316	
1.06737	1.0902	0.846933	0.964129	0.916037	0.938863	1.06653	1.08356	0.849213	0.844808	1.08225	1.06077	1.08843	1.08929	0.85062	0.912303	0.988508	0.941264	1.06762	1.08716	0.847763	0.825799	1.09226	1.06077	
0.938524	0.948815	0.973086	0.847105	1.05274	1.079	0.941053	0.947473	0.971136	0.957174	0.947337	0.928519	0.942613	0.942003	0.983567	0.941224	0.940649	0.989105	0.939445	0.947239	0.972935	0.957174	0.94136	0.914202	
1.0785	1.09033	0.846739	0.973566	0.915926	0.938782	1.07634	1.08369	0.849021	0.837706	1.08237	1.06085	1.09012	1.08942	0.85043	1.09627	1.0956	0.849176	1.07833	1.08728	0.847569	0.82478	1.09239	1.06085	
0.938442	0.948746	0.973049	0.846911	1.05282	1.07911	0.940974	0.947402	0.971096	0.957116	0.947266	0.928424	0.942536	0.941925	0.983545	0.941145	0.94057	0.98909	0.939364	0.947168	0.972898	0.957116	0.941282	0.914089	
1.07861	1.09046	0.846544	0.97353	0.915815	0.9387	1.07645	1.08381	0.848829	0.8375	1.08248	1.06094	1.09025	1.08955	0.850239	1.09641	1.09573	0.848984	1.07844	1.08741	0.847376	0.824561	1.09252	1.06094	
0.947428	0.948677	0.973012	0.854416	1.05289	1.07922	0.948941	0.947331	0.971057	0.949763	0.947195	0.928328	0.943291	0.941847	0.983522	0.941982	0.94049	0.989075	0.948122	0.947097	0.972861	1.04487	1.04341	1.01322	
0.919191	0.971762	0.938318	1.01913	1.02811	1.04061	1.08086	1.07319	0.848637	0.835217	1.07187	1.06103	1.07268	1.07884	0.850048	0.970296	0.921614	0.941027	0.977393	0.928678	0.939242	1.19064	1.19892	1.17632	
0.953129	0.937089	0.926971	1.17199	1.18233	1.19534	0.94458	0.937871	0.969109	0.954622	0.937729	0.930523	0.927066	0.932399	0.974797	0.832578	1.07398	1.08535	0.85105	1.06647	1.07657	1.02558	1.03272	1.02305	
0.828882	1.07747	1.06583	1.01916	1.02815	1.03948	1.08098	1.07329	0.846776	0.835009	1.07197	1.06373	1.07278	1.07896	0.842332	0.970256	0.92151	0.931278	0.977362	0.928583	0.937381	1.19092	1.19922	1.18798	
1.04925	1.03905	1.02781	1.1709	1.1826	1.19563	0.946368	0.937788	0.969067	0.952209	0.937646	0.93043	0.935256	0.932309	0.974762	0.841016	1.07408	1.08548	0.852476	1.06657	1.07668	1.03555	1.03277	1.02308	
1.20447	1.19502	1.18209	1.02089	1.02819	1.03953	1.08228	1.0734	0.846581	0.834188	1.07208	1.06382	1.07324	1.07907	0.842132	0.970598	0.921406	0.931186	1.02125	1.02968	1.03945	1.19151	1.19952	1.18826	
1.04991	1.0391	1.02903	1.0561	1.06655	0.836169	0.946294	0.937705	0.966535	1.04844	1.03981	1.03461	0.933569	0.932219	0.96657	0.83939	1.07419	1.07496	1.17128	1.183	1.19086	1.03382	1.03281	1.03245	
1.20776	1.19531	1.18372	0.917958	0.927053	0.961917	1.08334	1.0735	0.844209	1.19907	1.1892	1.18325	1.08075	1.07918	0.834881	0.978614	0.921301	0.92196	1.01951	1.02972	1.03657	1.201	1.19983	1.19941	
1.04999	1.03916	1.03103	1.05618	1.06665	0.838328	0.946222	0.937621	0.965647	1.04851	1.03987	1.03646	0.933481	0.932128	0.958258	0.839186	1.0743	1.0644	1.05618	1.06676	0.839525	1.03387	1.03286	1.04227	
1.20808	1.18498	1.18626	0.917849	0.934795	0.96459	1.08346	1.06533	0.843276	1.19937	1.18133	1.18558	0.974366	0.926529	0.917978	0.978585	0.922534	0.912705	0.919082	0.936312	0.964672	1.2013	1.19906	1.21107	
1.05006	1.02997	1.03108	1.05626	1.07577	0.838124	0.94615	0.930299	0.9656	1.04858	1.03279	1.03651	0.841364	1.07292	1.06301	0.838983	1.07596	1.06449	1.05626	1.07607	0.839322	1.03391	1.03199	1.04233	
1.08702	1.06567	0.842789	0.920114	0.937261	0.963431	0.922863	0.959467	0.937212	1.08037	0.846309	1.06622	0.966803	0.932836	0.926115	0.969642	0.930109	0.922118	0.919778	0.937859	0.962787	1.19134	1.19015	1.19971	
0.944581	0.92602	0.959789	1.05907	1.07882	0.845275	1.057	0.83764	1.06366	0.944293	0.968206	0.939675	0.834659	1.08045	1.0711	0.922176	0.977915	0.929622	1.05726	1.07806	0.845935	1.02512	1.0241	1.03334	
1.08714	1.06577	0.83387	0.920008	0.937177	0.972966	0.92276	0.959412	0.928581	1.08049	0.846114	1.0752	0.966758	0.932746	0.924671	1.07589	0.83814	1.08458	0.919672	0.937776	0.972417	1.19163	1.19044	1.20119	
0.944507	0.925922	0.959734	1.05915	1.07893	0.845079	1.05708	0.837435	1.06375	0.944219	0.968163	0.939594	0.834451	1.08056	1.0712	0.922072	0.977884	0.929529	1.05734	1.07817	0.845739	1.02516	1.02413	1.03339	
1.08727	1.06586	0.841802	0.919902	0.937093	0.96407	0.922658	0.959357	0.936509	1.0806	0.845918	1.06703	0.966712	0.932656	0.925395	1.076	0.837936	1.08364	0.919565	0.937693	0.963219	1.07401	1.07294	0.832297	
0.944432	0.925823	0.969058	1.05924	1.07905	0.837183	1.05716	0.837229	1.07304	0.944144	0.96812	0.932273	0.834242	1.08068	1.07226	0.921969	0.977854	0.928522	1.05742	1.07828	0.837572	0.923716	0.922791	0.967646	
1.07767	1.05563	0.841602	0.927618	0.945631	0.964022	0.929769	0.951073	0.936424	1.07327	0.852295	1.06712	1.03448	1.03602	1.02702	1.07454	0.838555	1.08376	0.927441	0.946538	0.963169	0.966866	0.931928	0.923564	
0.843147	1.09081	1.0652	1.06834	1.09036	0.844685	1.06551	0.82819	1.06393	0.937555	0.978039	0.939432	1.19899	1.21161	1.18928	0.920521	0.989056	0.929341	1.06669	1.09076	0.845347	0.922789	0.985926	0.93105	
0.970891	0.947229	0.934692	0.927522	0.946654	0.963233	0.929675	0.949116	0.936876	1.07337	0.854234	1.0666	1.03453	1.04543	1.02764	0.968062	0.940423	0.921704	0.927344	0.948283	0.962584	1.07327	0.847639	1.08182	
0.842948	1.09094	1.07649	1.06844	1.09049	0.836129	1.06561	0.827974	1.07386	0.937472	0.978009	0.931549	1.19929	1.21193	1.1913	0.82907	1.09801	1.07614	1.06679	1.09089	0.836696	0.922687	0.985907	0.930041	
0.970852	0.947158	0.934604	0.927425	0.946583	0.963183	0.929581	0.949048	0.936791	1.07348	0.854048	1.06669	1.03458	1.04549	1.02768	0.968018	0.940344	0.9216	0.927247	0.948213	0.962534	1.07337	0.847445	1.08193	
0.842749	1.09107	1.0766	1.06853	1.09062	0.835922	1.0657	0.827758	1.07397	0.937388	0.977979	0.931458	1.1996	1.21226	1.19159	0.828855	1.09815	1.07625	1.06688	1.09102	0.83649	0.922584	0.985888	0.929948	
0.970812	0.947087	0.934517	0.927328	0.946511	0.963133	0.929488	0.948979	0.936707	1.07358	0.853862	1.06679	1.03463	1.04555	1.02772	0.967975	0.940264	0.921496	0.92715	0.948143	0.962483	1.07348	0.847251	1.08205	
0.84255	1.08993	1.06336	0.962297	0.916799	0.939811	0.959742	0.921382	0.939668	0.937304	0.975261	0.940016	1.1999	1.2023	1.18086	0.920204	0.979195	0.937675	1.06698	1.08804	0.845502	0.922481	0.976835	0.938867	
